date,total,filter,remove,ratio
2021-12-26,23,19,0,0.83
2021-12-28,14,9,2,0.64
2021-12-30,21,14,0,0.67
2022-01-02,18,9,0,0.5
2022-01-08,23,17,0,0.74
2022-01-10,19,10,0,0.53
2022-01-12,21,10,0,0.48
2022-01-14,19,15,0,0.79
2022-01-16,19,14,0,0.74
2022-01-18,27,17,2,0.63
2022-01-20,22,13,0,0.59
2022-01-22,21,9,0,0.43
2022-01-24,24,12,0,0.5
2022-01-26,24,18,0,0.75
2022-01-28,19,11,0,0.58
2022-01-30,17,13,2,0.76
2022-02-02,24,14,0,0.58
2022-02-04,27,19,0,0.7
2022-02-06,26,13,0,0.5
2022-02-08,21,14,0,0.67
2022-02-10,35,21,0,0.6
2022-02-12,29,21,0,0.72
2022-02-14,18,8,0,0.44
2022-02-16,27,20,0,0.74
2022-02-18,25,20,0,0.8
2022-02-20,29,21,0,0.72
2022-02-22,16,8,4,0.5
2022-02-26,15,12,2,0.8
2022-02-28,29,13,2,0.45
2022-03-02,23,13,0,0.57
2022-03-04,17,7,0,0.41
2022-03-06,18,11,0,0.61
2022-03-08,22,13,0,0.59
2022-03-10,31,19,0,0.61
2022-03-12,27,13,0,0.48
2022-03-14,35,24,0,0.69
2022-03-16,20,15,0,0.75
2022-03-18,24,17,0,0.71
2022-03-20,25,18,0,0.72
2022-03-22,18,9,0,0.5
2022-03-24,18,10,0,0.56
2022-03-26,22,13,0,0.59
2022-03-28,23,14,0,0.61
2022-03-30,20,13,0,0.65
2022-04-02,23,14,0,0.61
2022-04-04,48,30,0,0.62
2022-04-06,33,25,0,0.76
2022-04-08,45,25,0,0.56
2022-04-10,37,17,0,0.46
2022-04-12,40,26,0,0.65
2022-04-14,32,14,0,0.44
2022-04-16,29,18,0,0.62
2022-04-18,45,23,5,0.51
2022-04-20,31,22,0,0.71
2022-04-22,54,30,0,0.56
2022-04-24,37,19,0,0.51
2022-04-26,62,40,0,0.65
2022-04-28,39,23,0,0.59
2022-04-30,36,17,0,0.47
2022-05-02,34,22,0,0.65
2022-05-04,49,33,0,0.67
2022-05-06,38,23,0,0.61
2022-05-08,40,26,0,0.65
2022-05-10,25,21,6,0.84
2022-05-12,46,27,0,0.59
2022-05-14,33,20,0,0.61
2022-05-16,30,23,0,0.77
2022-05-18,58,49,0,0.84
2022-05-20,33,15,0,0.45
2022-05-22,36,29,4,0.81
2022-05-24,29,17,2,0.59
2022-05-26,37,23,0,0.62
2022-06-02,39,18,0,0.46
2022-06-04,35,28,0,0.8
2022-06-06,39,17,0,0.44
2022-06-08,34,22,2,0.65
2022-06-10,42,29,5,0.69
2022-06-12,46,36,0,0.78
2022-06-14,47,32,0,0.68
2022-06-16,42,19,0,0.45
2022-06-18,34,21,0,0.62
2022-06-20,28,20,0,0.71
2022-06-22,46,36,4,0.78
2022-06-24,40,33,3,0.82
2022-06-26,41,27,0,0.66
2022-06-28,48,28,0,0.58
2022-06-30,34,23,0,0.68
2022-07-02,36,23,0,0.64
2022-07-04,34,19,0,0.56
2022-07-06,41,19,0,0.46
2022-07-08,40,35,0,0.88
2022-07-10,35,21,1,0.6
2022-07-12,33,19,0,0.58
2022-07-14,30,21,0,0.7
2022-07-16,35,27,1,0.77
2022-07-18,36,14,0,0.39
2022-07-20,42,30,0,0.71
2022-07-22,52,26,0,0.5
2022-07-24,59,31,0,0.53
2022-07-26,41,30,0,0.73
2022-07-28,31,24,0,0.77
2022-07-30,45,22,0,0.49
2022-08-02,43,20,0,0.47
2022-08-04,48,31,0,0.65
2022-08-06,37,20,0,0.54
2022-08-08,48,21,0,0.44
2022-08-10,31,19,0,0.61
2022-08-12,36,20,0,0.56
2022-08-14,38,21,0,0.55
2022-08-16,34,24,0,0.71
2022-08-18,59,28,0,0.47
2022-08-20,35,27,5,0.77
2022-08-22,36,28,0,0.78
2022-08-24,47,20,0,0.43
2022-08-26,46,33,0,0.72
2022-08-28,46,25,0,0.54
2022-08-30,45,31,0,0.69
2022-09-02,57,24,0,0.42
2022-09-04,38,24,0,0.63
2022-09-06,38,18,0,0.47
2022-09-08,40,19,0,0.48
2022-09-10,46,22,3,0.48
2022-09-12,31,24,0,0.77
2022-09-14,34,15,0,0.44
2022-09-16,35,19,0,0.54
2022-09-18,45,25,0,0.56
2022-09-20,41,27,0,0.66
2022-09-22,38,29,0,0.76
2022-09-24,35,25,0,0.71
2022-09-26,38,26,0,0.68
2022-09-28,33,21,0,0.64
2022-09-30,45,20,0,0.44
2022-10-02,45,35,0,0.78
2022-10-04,41,29,0,0.71
2022-10-06,50,40,0,0.8
2022-10-08,36,28,0,0.78
2022-10-10,32,22,1,0.69
